车ID,O_time,O_lng,O_lat,D_time,D_lng,D_lat
174938,2017-12-04 00:04:04,116.352685,39.943295,2017-12-04 00:04:12,116.303867,39.850105
156437,2017-12-03 23:59:56,116.428072,39.924463,2017-12-04 00:04:14,116.412597,39.913875
194242,2017-12-04 00:01:58,115.978782,39.647205,2017-12-04 00:04:14,115.978782,39.647205
164807,2017-12-04 00:03:23,116.523622,39.915623,2017-12-04 00:04:11,116.408692,39.453693
156473,2017-12-04 00:03:13,116.483895,39.925912,2017-12-04 00:04:14,116.163207,39.806893
164441,2017-12-03 23:59:56,116.353103,39.888095,2017-12-04 00:04:15,116.333884,39.887842
156504,2017-12-04 00:00:04,116.307052,39.827658,2017-12-04 00:04:16,116.292955,39.813117
194909,2017-12-04 00:01:38,116.348807,39.940838,2017-12-04 00:04:16,116.352889,39.934754
156406,2017-12-04 00:04:14,116.368201,39.931457,2017-12-04 00:04:17,116.179043,39.783163
194245,2017-12-03 23:59:54,116.246947,39.937955,2017-12-04 00:04:18,116.242413,39.93286
489698,2017-12-03 23:59:55,116.504728,40.006495,2017-12-04 00:04:19,116.505835,40.010482
100194,2017-12-04 00:03:21,116.496907,40.000923,2017-12-04 00:04:18,116.43859,39.89515
194434,2017-12-03 23:59:56,116.243605,40.064897,2017-12-04 00:04:22,116.245775,40.065397
426284,2017-12-03 23:59:57,116.256527,39.972088,2017-12-04 00:04:23,116.248438,39.969936
77414,2017-12-03 23:59:55,116.539625,39.964607,2017-12-04 00:04:23,116.568648,39.963123
174938,2017-12-04 00:04:16,116.35039,39.942693,2017-12-04 00:04:24,116.303867,39.850105
156428,2017-12-04 00:03:31,116.192163,39.923585,2017-12-04 00:04:24,116.469913,39.70318
492206,2017-12-03 23:59:56,116.178675,39.805962,2017-12-04 00:04:25,116.157003,39.811917
156494,2017-12-04 00:04:07,116.411618,39.915597,2017-12-04 00:04:25,116.347373,39.882044
199942,2017-12-03 23:59:58,116.501245,40.00429,2017-12-04 00:04:26,116.48341,39.983087
489534,2017-12-04 00:00:03,116.359323,39.810922,2017-12-04 00:04:27,116.364278,39.791783
162447,2017-12-03 23:59:55,116.417832,39.987495,2017-12-04 00:04:26,116.424105,39.998747
567043,2017-12-03 23:59:58,116.459163,39.907095,2017-12-04 00:04:28,116.434863,39.913073
156482,2017-12-04 00:03:33,116.412817,39.891308,2017-12-04 00:04:27,115.982323,39.645887
156406,2017-12-04 00:04:26,116.366983,39.931449,2017-12-04 00:04:27,116.17641,39.782677
164775,2017-12-04 00:03:30,116.229567,39.905941,2017-12-04 00:04:29,116.253403,39.926817
214227,2017-12-03 23:59:55,116.350633,39.936558,2017-12-04 00:04:30,116.349632,39.926562
154908,2017-12-03 23:59:55,116.466704,39.837323,2017-12-04 00:04:32,116.418256,39.835691
127459,2017-12-03 23:59:55,116.313962,39.671287,2017-12-04 00:04:32,116.316257,39.685247
403721,2017-12-03 23:59:56,116.493155,39.998653,2017-12-04 00:04:32,116.50748,40.011185
174938,2017-12-04 00:04:28,116.349078,39.941573,2017-12-04 00:04:36,116.303867,39.850105
156494,2017-12-04 00:04:31,116.411613,39.913132,2017-12-04 00:04:37,116.347282,39.883071
164805,2017-12-04 00:03:48,116.302113,39.92284,2017-12-04 00:04:39,116.261793,39.715843
431130,2017-12-04 00:00:00,116.41871,39.965503,2017-12-04 00:04:40,116.426213,39.982165
63422,2017-12-03 23:59:55,116.401027,39.983338,2017-12-04 00:04:40,116.377673,39.982935
470413,2017-12-03 23:59:55,116.632689,39.901404,2017-12-04 00:04:41,116.636946,39.913423
489425,2017-12-03 23:59:55,116.207142,39.924943,2017-12-04 00:04:44,116.180682,39.933188
93496,2017-12-03 23:59:56,116.224073,39.888143,2017-12-04 00:04:44,116.221753,39.884947
426292,2017-12-03 23:59:56,116.364088,39.966103,2017-12-04 00:04:45,116.367802,39.97039
156406,2017-12-04 00:04:38,116.366826,39.932217,2017-12-04 00:04:46,116.171395,39.781608
162434,2017-12-03 23:59:59,116.53246,39.922348,2017-12-04 00:04:48,116.553107,39.917291
174938,2017-12-04 00:04:40,116.348975,39.94011,2017-12-04 00:04:48,116.303867,39.850105
164832,2017-12-04 00:03:56,116.30951,39.895757,2017-12-04 00:04:48,116.630748,40.199392
156494,2017-12-04 00:04:43,116.411728,39.91148,2017-12-04 00:04:49,116.347245,39.884079
431271,2017-12-03 23:59:57,116.266217,39.895368,2017-12-04 00:04:52,116.265195,39.864368
156451,2017-12-04 00:03:22,116.649445,40.21722,2017-12-04 00:04:51,116.219727,39.977278
488115,2017-12-04 00:00:00,116.320355,39.886254,2017-12-04 00:04:52,116.331387,39.875951
156483,2017-12-04 00:04:40,116.368143,39.874293,2017-12-04 00:04:53,116.099384,39.934936
